         3790170 function calls (3683532 primitive calls) in 2.079 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 core_schema.py:3532(ArgumentsSchema)
        2    0.000    0.000    0.000    0.000 config.py:190(<lambda>)
        1    0.000    0.000    0.000    0.000 locks.py:421(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:917(SupportsIndex)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.get_frozen_object}
        1    0.000    0.000    0.000    0.000 permessage_deflate.py:296(ClientPerMessageDeflateFactory)
        1    0.000    0.000    0.000    0.000 websockets_impl.py:44(Server)
        1    0.000    0.000    0.000    0.000 __init__.py:19(__init__)
        1    0.000    0.000    0.000    0.000 tracing.py:210(TraceRequestChunkSentParams)
        1    0.000    0.000    0.000    0.000 helpers.py:916(ETag)
        1    0.000    0.000    0.000    0.000 handlers.py:101(UpdatePredictionHandler)
        1    0.000    0.000    0.000    0.000 types.py:490(_NumberRangeBase)
        1    0.000    0.000    0.000    0.000 _pep440.py:77(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 six.py:108(MovedModule)
        4    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
        1    0.000    0.000    0.000    0.000 well_known_types.py:46(Any)
        1    0.000    0.000    0.000    0.000 wire_format.py:57(PackTag)
        1    0.000    0.000    0.000    0.000 ext.py:437(ts_headline)
        1    0.000    0.000    0.000    0.000 errors.py:594(IPv6InterfaceError)
        1    0.000    0.000    0.000    0.000 networks.py:399(AnyHttpUrl)
        1    0.000    0.000    0.000    0.000 lowlevel.py:59(EventLoopToken)
        2    0.000    0.000    0.000    0.000 applications.py:1079(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:130(Lt)
        1    0.000    0.000    0.000    0.000 types.py:2312(PastDatetime)
        1    0.000    0.000    0.000    0.000 introspection.py:336(ForbiddenQualifier)
        1    0.000    0.000    0.000    0.000 collections.py:1525(__ixor__)
        1    0.000    0.000    0.000    0.000 result.py:878(_WithKeys)
        1    0.000    0.000    0.000    0.000 coercions.py:667(_SelectIsNotFrom)
        1    0.000    0.000    0.000    0.000 base.py:2124(ColumnSet)
        1    0.000    0.000    0.000    0.000 langhelpers.py:825(portable_instancemethod)
        1    0.000    0.000    0.000    0.000 protocols.py:9(BaseProtocol)
        1    0.000    0.000    0.000    0.000 traceback.py:96(_parse_value_tb)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:17(__init__)
        1    0.000    0.000    0.000    0.000 dataclasses.py:1062(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method _signal.getsignal}
        1    0.000    0.000    0.000    0.000 tracing.py:283(TraceDnsResolveHostStartParams)
        1    0.000    0.000    0.000    0.000 base.py:39(Target)
        1    0.000    0.000    0.000    0.000 _compat.py:67(get_return_type)
        1    0.000    0.000    0.000    0.000 _make.py:2983(Factory)
        2    0.000    0.000    0.000    0.000 prediction.py:117(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:50(ParsedRequirement)
        2    0.000    0.000    0.000    0.000 safety.py:85(_ExceptionSafeClass)
        1    0.000    0.000    0.000    0.000 _json.py:1392(FrameParser)
        1    0.000    0.000    0.000    0.000 _decorators.py:408(Substitution)
        4    0.000    0.000    0.000    0.000 config.py:269(__init__)
        2    0.000    0.000    0.000    0.000 arrayprint.py:493(_recursive_guard)
        1    0.000    0.000    0.000    0.000 _collections.py:6(FreezableDefaultDict)
        1    0.000    0.000    0.000    0.000 run_status.py:14(<dictcomp>)
        1    0.000    0.000    0.000    0.000 decoder.py:287(_FloatDecoder)
        1    0.000    0.000    0.000    0.000 psycopg2.py:506(_PGJSON)
        1    0.000    0.000    0.000    0.000 auth.py:76(HTTPBasicAuth)
        1    0.000    0.000    0.000    0.000 base.py:242(EventTypeFilter)
        1    0.000    0.000    0.000    0.000 client.py:183(HTTPMessage)
        1    0.000    0.000    0.000    0.000 v1.py:148(GenerateJsonSchema)
        1    0.000    0.000    0.000    0.000 __init__.py:110(ValidatePythonHandlerProtocol)
        1    0.000    0.000    0.000    0.000 core_schema.py:3960(MultiHostUrlSchema)
        1    0.000    0.000    0.000    0.000 collections.py:1445(update)
        1    0.000    0.000    0.000    0.000 collections.py:1414(remove)
        1    0.000    0.000    0.000    0.000 coercions.py:1161(StatementImpl)
        1    0.000    0.000    0.000    0.000 elements.py:2194(TypeClause)
        2    0.000    0.000    0.000    0.000 _adapters.py:16(__getattr__)
        1    0.000    0.000    0.000    0.000 typing.py:369(is_newtype)
        1    0.000    0.000    0.000    0.000 __init__.py:826(Lookup)
        1    0.000    0.000    0.000    0.000 typing.py:985(__repr__)
        1    0.000    0.000    0.000    0.000 payload.py:930(BufferedReaderPayload)
        1    0.000    0.000    0.000    0.000 tracing.py:311(TraceRequestHeadersSentParams)
        1    0.000    0.000    0.000    0.000 pytables.py:2330(GenericIndexCol)
        1    0.000    0.000    0.000    0.000 config.py:81(DeprecatedOption)
        1    0.000    0.000    0.000    0.000 ipc.py:114(RecordBatchFileWriter)
        1    0.000    0.000    0.000    0.000 ipc.py:34(RecordBatchStreamReader)
        1    0.000    0.000    0.000    0.000 _datasource.py:74(_FileOpeners)
        1    0.000    0.000    0.000    0.000 exceptions.py:98(AxisError)
        1    0.000    0.000    0.000    0.000 sql.py:519(If)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:634(DomainLiteral)
        1    0.000    0.000    0.000    0.000 util.py:11(FileWrapper)
        1    0.000    0.000    0.000    0.000 request.py:1080(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 base.py:223(EventFilter)
        1    0.000    0.000    0.000    0.000 base.py:272(CompositeEventFilter)
        1    0.000    0.000    0.000    0.000 _utils.py:55(AwaitableOrContextManagerWrapper)
        1    0.000    0.000    0.000    0.000 constructor.py:16(ConstructorError)
        1    0.000    0.000    0.000    0.000 __init__.py:108(Gt)
        1    0.000    0.000    0.000    0.000 core_schema.py:615(IntSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:1806(FrozenSetSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:303(PlainSerializerFunctionSerSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:676(FloatSchema)
        1    0.000    0.000    0.000    0.000 dependency.py:985(ManyToManyDP)
        1    0.000    0.000    0.000    0.000 context.py:3112(_ORMColumnEntity)
        1    0.000    0.000    0.000    0.000 path_registry.py:770(CachingEntityRegistry)
        1    0.000    0.000    0.000    0.000 functions.py:1784(sysdate)
        1    0.000    0.000    0.000    0.000 compiler.py:396(_BaseCompilerStackEntry)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1783(ParamSpec)
        1    0.000    0.000    0.000    0.000 _base.py:59(_Waiter)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1363(exec_module)
        1    0.000    0.000    0.000    0.000 base.py:136(GeneratorStartableContext)
        1    0.000    0.000    0.000    0.000 proxy_headers.py:67(_TrustedHosts)
        1    0.000    0.000    0.000    0.000 facades.py:499(DataCollectionFacade)
        1    0.000    0.000    0.000    0.000 <attrs generated methods aiohttp.tracing.TraceRequestEndParams>:1(<module>)
        1    0.000    0.000    0.000    0.000 compression_utils.py:39(ZLibCompressObjProtocol)
        1    0.000    0.000    0.000    0.000 core.py:1938(CommandCollection)
        1    0.000    0.000    0.000    0.000 auth_policy.py:53(AuthPolicy)
        1    0.000    0.000    0.000    0.000 _typing.py:303(WriteExcelBuffer)
        1    0.000    0.000    0.000    0.000 six.py:178(__init__)
        1    0.000    0.000    0.000    0.000 tzfile.py:12(_byte_string)
        1    0.000    0.000    0.000    0.000 handlers.py:119(RotatingFileHandler)
        1    0.000    0.000    0.000    0.000 model_version_search.py:4(ModelVersionSearch)
        1    0.000    0.000    0.000    0.000 registered_model_deployment_job_state.py:16(<dictcomp>)
        1    0.000    0.000    0.000    0.000 socketserver.py:639(_Threads)
        1    0.000    0.000    0.000    0.000 asyncpg.py:987(InvalidCachedStatementError)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1776(FileCookieJar)
        1    0.000    0.000    0.000    0.000 models.py:230(Request)
        1    0.000    0.000    0.000    0.000 types.py:227(TeamStatsEventData)
        1    0.000    0.000    0.000    0.000 errors.py:163(WrongConstantError)
        1    0.000    0.000    0.000    0.000 nodes.py:25(ScalarNode)
        1    0.000    0.000    0.000    0.000 core_schema.py:3780(CustomErrorSchema)
        1    0.000    0.000    0.000    0.000 mapper.py:4412(_ColumnMapping)
        1    0.000    0.000    0.000    0.000 context.py:3034(_RawColumnEntity)
        1    0.000    0.000    0.000    0.000 functions.py:1635(sum)
        1    0.000    0.000    0.000    0.000 coercions.py:637(LiteralValueImpl)
        1    0.000    0.000    0.000    0.000 events.py:614(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 abc.py:112(PathEntryFinder)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:512(AddressList)
        1    0.000    0.000    0.000    0.000 __init__.py:1261(PlaceHolder)
        1    0.000    0.000    0.000    0.000 extras.py:522(ReplicationCursor)
        1    0.000    0.000    0.000    0.000 _types.py:278(ASGI2Protocol)
        8    0.000    0.000    0.000    0.000 _pep440.py:70(__neg__)
        1    0.000    0.000    0.000    0.000 _linalg.py:33(EighResult)
        1    0.000    0.000    0.000    0.000 uc_volume_artifact_repo.py:16(UCVolumesArtifactRepository)
        1    0.000    0.000    0.000    0.000 format.py:1486(_Datetime64Formatter)
        1    0.000    0.000    0.000    0.000 _decorators.py:455(Appender)
        2    0.000    0.000    0.000    0.000 index_tricks.py:144(__init__)
        1    0.000    0.000    0.000    0.000 tokens.py:29(IdentifierCaseFilter)
        1    0.000    0.000    0.000    0.000 _unity_catalog_oss_utils.py:17(<dictcomp>)
        1    0.000    0.000    0.000    0.000 db_types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:182(WhiteSpaceTokenList)
        1    0.000    0.000    0.000    0.000 simple_server.py:71(WSGIRequestHandler)
        1    0.000    0.000    0.000    0.000 asyncpg.py:270(AsyncpgJSONB)
        1    0.000    0.000    0.000    0.000 asyncpg.py:963(DatabaseError)
        1    0.000    0.000    0.000    0.000 models.py:316(CliDetectionResult)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 idna.py:144(Codec)
        1    0.000    0.000    0.000    0.000 _streams.py:155(ByteSendStream)
        1    0.000    0.000    0.000    0.000 types.py:3265(FailFast)
        1    0.000    0.000    0.000    0.000 core_schema.py:2596(UnionSchema)
        1    0.000    0.000    0.000    0.000 langhelpers.py:1509(classproperty)
        1    0.000    0.000    0.000    0.000 scanner.py:32(ScannerError)
        1    0.000    0.000    0.000    0.000 datastructures.py:14(MultipleValuesError)
        1    0.000    0.000    0.000    0.000 payload_streamer.py:72(StreamPayload)
        1    0.000    0.000    0.000    0.000 tracing.py:268(TraceConnectionCreateStartParams)
        1    0.000    0.000    0.000    0.000 validators.py:202(__call__)
        1    0.000    0.000    0.000    0.000 core.py:1473(_BaseCommand)
        1    0.000    0.000    0.000    0.000 _pep440.py:135(_BaseVersion)
        1    0.000    0.000    0.000    0.000 utils.py:859(InvokeJudgeModelHelperOutput)
        1    0.000    0.000    0.000    0.000 search.py:90(_ParsedField)
        1    0.000    0.000    0.000    0.000 _json.py:280(SeriesWriter)
        1    0.000    0.000    0.000    0.000 indexing.py:2507(_ScalarAccessIndexer)
        1    0.000    0.000    0.000    0.000 _strptime.py:170(TimeRE)
        1    0.000    0.000    0.000    0.000 _exceptions.py:32(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 __init__.py:735(Context)
        1    0.000    0.000    0.000    0.000 _mlflow_object.py:41(_MlflowObjectPrinter)
        1    0.000    0.000    0.000    0.000 ext.py:327(to_tsvector)
        1    0.000    0.000    0.000    0.000 psycopg2.py:516(_Psycopg2Range)
        1    0.000    0.000    0.000    0.000 _streams.py:214(ObjectStreamConnectable)
        1    0.000    0.000    0.000    0.000 cyaml.py:85(CDumper)
        1    0.000    0.000    0.000    0.000 _model_construction.py:760(_PydanticWeakRef)
        1    0.000    0.000    0.000    0.000 core_schema.py:3352(DataclassArgsSchema)
        1    0.000    0.000    0.000    0.000 bulk_persistence.py:1154(default_insert_options)
        1    0.000    0.000    0.000    0.000 state.py:80(_InstanceDictProto)
        1    0.000    0.000    0.000    0.000 schema.py:309(HasSchemaAttr)
        1    0.000    0.000    0.000    0.000 base.py:2462(ExceptionContextImpl)
        1    0.000    0.000    0.000    0.000 protocols.py:177(SubprocessProtocol)
        1    0.000    0.000    0.000    0.000 _adapters.py:114(OrphanPath)
        1    0.000    0.000    0.000    0.000 csv.py:165(Sniffer)
        1    0.000    0.000    0.000    0.000 client_reqrep.py:107(_gen_default_accept_encoding)
        1    0.000    0.000    0.000    0.000 tzinfo.py:69(BaseTzInfo)
        1    0.000    0.000    0.000    0.000 provider.py:331(DatabricksModelServingConfigProvider)
        1    0.000    0.000    0.000    0.000 tracemalloc.py:311(_Traces)
        1    0.000    0.000    0.000    0.000 exceptions.py:26(ClickException)
        1    0.000    0.000    0.000    0.000 search.py:62(_PeekableIterator)
        1    0.000    0.000    0.000    0.000 pytables.py:2850(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:354(SubclassedDataFrame)
        1    0.000    0.000    0.000    0.000 array_manager.py:1240(NullArrayProxy)
        1    0.000    0.000    0.000    0.000 format.py:1274(FloatArrayFormatter)
        1    0.000    0.000    0.000    0.000 nanops.py:67(disallow)
        1    0.000    0.000    0.000    0.000 yaml_utils.py:112(UniqueKeyLoader)
        1    0.000    0.000    0.000    0.000 _common.py:260(Error)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:263(Comment)
        1    0.000    0.000    0.000    0.000 responses.py:169(JSONResponse)
        1    0.000    0.000    0.000    0.000 exceptions.py:17(ExceptionMiddleware)
        1    0.000    0.000    0.000    0.000 errors.py:140(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:78(BytesParser)
        1    0.000    0.000    0.000    0.000 errors.py:306(TupleLengthError)
        1    0.000    0.000    0.000    0.000 events.py:54(DocumentEndEvent)
        1    0.000    0.000    0.000    0.000 _model_construction.py:734(__init__)
        1    0.000    0.000    0.000    0.000 _utils.py:377(SafeGetItemProxy)
        2    0.000    0.000    0.000    0.000 default.py:505(_builtin_onconnect)
        1    0.000    0.000    0.000    0.000 functions.py:1770(localtimestamp)
        1    0.000    0.000    0.000    0.000 cache_key.py:404(HasCacheKeyTraverse)
        1    0.000    0.000    0.000    0.000 roles.py:45(UsesInspection)
        1    0.000    0.000    0.000    0.000 unix_events.py:988(BaseChildWatcher)
        1    0.000    0.000    0.000    0.000 <attrs generated methods aiohttp.client_ws.ClientWSTimeout>:29(__init__)
        1    0.000    0.000    0.000    0.000 netrc.py:66(netrc)
        1    0.000    0.000    0.000    0.000 prediction.py:90(Counter)
        1    0.000    0.000    0.000    0.000 _manylinux.py:80(_GLibCVersion)
        1    0.000    0.000    0.000    0.000 utils.py:37(TensorsNotSupportedException)
        1    0.000    0.000    0.000    0.000 pytables.py:532(PyTablesExpr)
        1    0.000    0.000    0.000    0.000 index_tricks.py:618(ndindex)
        1    0.000    0.000    0.000    0.000 sql.py:515(Assignment)
        1    0.000    0.000    0.000    0.000 __init__.py:54(SpanExporter)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:364(Group)
        1    0.000    0.000    0.000    0.000 model_version_status.py:24(to_string)
        3    0.000    0.000    0.000    0.000 types.py:514(get_event_type)
        1    0.000    0.000    0.000    0.000 hooks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:74(ErrorDetails)
        1    0.000    0.000    0.000    0.000 decl_api.py:628(DeclarativeBase)
        1    0.000    0.000    0.000    0.000 strategies.py:1287(PostLoader)
        1    0.000    0.000    0.000    0.000 interfaces.py:322(_DCAttributeOptions)
        1    0.000    0.000    0.000    0.000 coercions.py:1227(JoinTargetImpl)
        1    0.000    0.000    0.000    0.000 roles.py:209(FromClauseRole)
        1    0.000    0.000    0.000    0.000 queue.py:249(__init__)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:255(WriteSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 preloaded.py:94(_ModuleRegistry)
        1    0.000    0.000    0.000    0.000 parse.py:136(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 __init__.py:280(LogRecord)
        1    0.000    0.000    0.000    0.000 encoder.py:105(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:500(TriggeredDataChangeViolationError)
        1    0.000    0.000    0.000    0.000 _base.py:261(OutdatedSchemaCacheError)
        1    0.000    0.000    0.000    0.000 profiler.py:350(DatabaseQueryProfiler)
        1    0.000    0.000    0.000    0.000 __init__.py:240(MRUCache)
        1    0.000    0.000    0.000    0.000 schema.py:1229(ParamSpecTypedDict)
        1    0.000    0.000    0.000    0.000 describe.py:136(DataFrameDescriber)
        1    0.000    0.000    0.000    0.000 _factories.py:19(_TzFactory)
        1    0.000    0.000    0.000    0.000 npyio.py:42(BagObj)
        1    0.000    0.000    0.000    0.000 tarfile.py:308(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 __init__.py:64(TraceJSONEncoder)
        1    0.000    0.000    0.000    0.000 hstore.py:213(hstore)
        1    0.000    0.000    0.000    0.000 ranges.py:869(AbstractSingleRange)
        5    0.000    0.000    0.000    0.000 types.py:264(get_event_type)
        1    0.000    0.000    0.000    0.000 response.py:214(MultiDecoder)
        1    0.000    0.000    0.000    0.000 client.py:1502(IncompleteRead)
        1    0.000    0.000    0.000    0.000 routing.py:305(WebSocketRoute)
        1    0.000    0.000    0.000    0.000 datastructures.py:472(FormData)
        1    0.000    0.000    0.000    0.000 core_schema.py:2140(AfterValidatorFunctionSchema)
        1    0.000    0.000    0.000    0.000 _namespace_utils.py:30(NamespacesTuple)
        1    0.000    0.000    0.000    0.000 decl_base.py:431(_CollectedAnnotation)
        1    0.000    0.000    0.000    0.000 clsregistry.py:330(_ModNS)
        1    0.000    0.000    0.000    0.000 state.py:1112(PendingCollection)
        1    0.000    0.000    0.000    0.000 ddl.py:504(CreateTable)
        1    0.000    0.000    0.000    0.000 elements.py:4013(GroupedElement)
        1    0.000    0.000    0.000    0.000 queues.py:234(LifoQueue)
        1    0.000    0.000    0.000    0.000 zipfile.py:756(_SharedFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:2019(PyZipFile)
        1    0.000    0.000    0.000    0.000 _collections.py:5(FreezableDefaultDict)
        1    0.000    0.000    0.000    0.000 __init__.py:1323(disable)
        1    0.000    0.000    0.000    0.000 sources.py:227(EnvNoneType)
        1    0.000    0.000    0.000    0.000 langhelpers.py:1966(TypingOnly)
        1    0.000    0.000    0.000    0.000 payload.py:104(__init__)
        1    0.000    0.000    0.000    0.000 resources.py:198(DatabricksGenieSpace)
        1    0.000    0.000    0.000    0.000 environment.py:978(Environment)
        1    0.000    0.000    0.000    0.000 arguments_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:282(FilterBinOp)
        1    0.000    0.000    0.000    0.000 python_parser.py:1201(FixedWidthReader)
        1    0.000    0.000    0.000    0.000 base.py:13(OutputKey)
        1    0.000    0.000    0.000    0.000 configparser.py:169(Error)
        1    0.000    0.000    0.000    0.000 once.py:9(__init__)
        1    0.000    0.000    0.000    0.000 span.py:212(get_default)
        2    0.000    0.000    0.000    0.000 _common.py:834(get_procfs_path)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:493(Domain)
        1    0.000    0.000    0.000    0.000 __init__.py:336(OTELResourceDetector)
        1    0.000    0.000    0.000    0.000 convertors.py:55(FloatConvertor)
        1    0.000    0.000    0.000    0.000 cookies.py:600(SimpleCookie)
        1    0.000    0.000    0.000    0.000 _generics.py:42(LimitedDict)
        1    0.000    0.000    0.000    0.000 _generics.py:67(DeepChainMap)
        1    0.000    0.000    0.000    0.000 core_schema.py:364(WrapSerializerFunctionSerSchema)
        1    0.000    0.000    0.000    0.000 scoping.py:81(QueryPropertyDescriptor)
        2    0.000    0.000    0.000    0.000 collections.py:294(internally_instrumented)
        1    0.000    0.000    0.000    0.000 base.py:985(ExecutableOption)
        1    0.000    0.000    0.000    0.000 attr.py:75(RefCollection)
        1    0.000    0.000    0.000    0.000 _typing.py:84(_HasClauseElement)
        1    0.000    0.000    0.000    0.000 impl.py:286(NullPool)
        1    0.000    0.000    0.000    0.000 tempfile.py:476(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:236(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1315(_TypedDictSpecialForm)
        1    0.000    0.000    0.000    0.000 exc.py:827(SAWarning)
        1    0.000    0.000    0.000    0.000 pathlib.py:422(_PathParents)
        3    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 python_parser.py:1319(FixedWidthFieldParser)
        1    0.000    0.000    0.000    0.000 <attrs generated methods aiohttp.tracing.TraceConnectionQueuedEndParams>:1(<module>)
        1    0.000    0.000    0.000    0.000 i18n.py:11(I18nMiddleware)
        1    0.000    0.000    0.000    0.000 registry.py:133(__init__)
        1    0.000    0.000    0.000    0.000 schemas.py:42(get_source_sdk)
        1    0.000    0.000    0.000    0.000 __init__.py:29(_DefaultSize)
        1    0.000    0.000    0.000    0.000 schema.py:679(AnyType)
        1    0.000    0.000    0.000    0.000 floating.py:56(FloatingArray)
        1    0.000    0.000    0.000    0.000 __init__.py:572(UndefinedVariableError)
        1    0.000    0.000    0.000    0.000 index_tricks.py:109(nd_grid)
        1    0.000    0.000    0.000    0.000 __init__.py:10(NBitBase)
        1    0.000    0.000    0.000    0.000 py3k.py:92(contextlib_nullcontext)
        1    0.000    0.000    0.000    0.000 others.py:131(SpacesAroundOperatorsFilter)
        1    0.000    0.000    0.000    0.000 context.py:203(reducer)
        1    0.000    0.000    0.000    0.000 containers.py:556(_UnknownField)
        1    0.000    0.000    0.000    0.000 _psycopg_common.py:30(_PsycopgNumeric)
        1    0.000    0.000    0.000    0.000 asyncpg.py:355(_AsyncpgRange)
        1    0.000    0.000    0.000    0.000 queue.py:242(LifoQueue)
        1    0.000    0.000    0.000    0.000 responses.py:36(ORJSONResponse)
        1    0.000    0.000    0.000    0.000 core.py:14(IDNAError)
        1    0.000    0.000    0.000    0.000 feedparser.py:530(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 composer.py:8(ComposerError)
        1    0.000    0.000    0.000    0.000 tokens.py:82(AnchorToken)
        1    0.000    0.000    0.000    0.000 core_schema.py:475(InvalidSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:1532(ListSchema)
        1    0.000    0.000    0.000    0.000 strategies.py:557(LoadDeferredColumns)
        1    0.000    0.000    0.000    0.000 descriptor_props.py:870(ConcreteInheritedProperty)
        1    0.000    0.000    0.000    0.000 base.py:841(_DeclarativeMapped)
        1    0.000    0.000    0.000    0.000 compiler.py:378(_ResultMapAppender)
        1    0.000    0.000    0.000    0.000 typing.py:557(DescriptorProto)
        1    0.000    0.000    0.000    0.000 strategy_options.py:2153(_TokenStrategyLoad)
        1    0.000    0.000    0.000    0.000 __init__.py:512(DependentPrivilegeDescriptorsStillExistError)
        1    0.000    0.000    0.000    0.000 extras.py:681(Inet)
        1    0.000    0.000    0.000    0.000 extras.py:221(RealDictCursor)
        1    0.000    0.000    0.000    0.000 prometheus.py:32(PrometheusExporter)
        1    0.000    0.000    0.000    0.000 compression_utils.py:270(BrotliDecompressor)
        1    0.000    0.000    0.000    0.000 tracemalloc.py:70(StatisticDiff)
        1    0.000    0.000    0.000    0.000 converters.py:66(default_if_none)
        1    0.000    0.000    0.000    0.000 __init__.py:81(_make_getattr)
        1    0.000    0.000    0.000    0.000 _util.py:578(_ScalarFunctionWrapper)
        1    0.000    0.000    0.000    0.000 _aliases.py:182(UniqueAllResult)
        1    0.000    0.000    0.000    0.000 indexing.py:288(GroupByNthSelector)
        1    0.000    0.000    0.000    0.000 groupby.py:729(GroupByPlot)
        1    0.000    0.000    0.000    0.000 apply.py:1615(ResamplerWindowApply)
        1    0.000    0.000    0.000    0.000 core.py:903(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 polyutils.py:47(RankWarning)
        1    0.000    0.000    0.000    0.000 handlers.py:1424(QueueHandler)
        1    0.000    0.000    0.000    0.000 os.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:482(InvalidMailbox)
        1    0.000    0.000    0.000    0.000 context_managers.py:36(InprogressTracker)
        1    0.000    0.000    0.000    0.000 asyncpg.py:307(AsyncpgNumeric)
        1    0.000    0.000    0.000    0.000 types.py:130(OID)
        1    0.000    0.000    0.000    0.000 v1.py:153(PydanticSchemaGenerationError)
        1    0.000    0.000    0.000    0.000 _streams.py:225(ByteStreamConnectable)
        1    0.000    0.000    0.000    0.000 tokens.py:31(StreamStartToken)
        1    0.000    0.000    0.000    0.000 emitter.py:14(EmitterError)
        1    0.000    0.000    0.000    0.000 _decorators.py:134(ModelValidatorDecoratorInfo)
        1    0.000    0.000    0.000    0.000 _schema_generation_shared.py:21(GenerateJsonSchemaHandler)
        1    0.000    0.000    0.000    0.000 core_schema.py:3054(ModelField)
        1    0.000    0.000    0.000    0.000 introspection.py:363(InspectedAnnotation)
        1    0.000    0.000    0.000    0.000 _typing.py:104(_ORMAdapterProto)
        1    0.000    0.000    0.000    0.000 coercions.py:789(BinaryElementImpl)
        1    0.000    0.000    0.000    0.000 traversals.py:210(HasCopyInternals)
        1    0.000    0.000    0.000    0.000 locks.py:158(Event)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2546(TypeVarTuple)
        1    0.000    0.000    0.000    0.000 parse.py:190(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 __init__.py:790(Filterer)
        2    0.000    0.000    0.000    0.000 typing.py:518(__repr__)
        1    0.000    0.000    0.000    0.000 _range.py:237(RangeAdapter)
        1    0.000    0.000    0.000    0.000 __init__.py:142(EventLoopPolicy)
        2    0.000    0.000    0.000    0.000 validators.py:294(__call__)
        1    0.000    0.000    0.000    0.000 types.py:163(CompositeParamType)
        5    0.000    0.000    0.000    0.000 _pep440.py:446(<lambda>)
        1    0.000    0.000    0.000    0.000 resources.py:140(DatabricksVectorSearchIndex)
        1    0.000    0.000    0.000    0.000 resources.py:217(DatabricksTable)
        1    0.000    0.000    0.000    0.000 config.py:88(RegisteredOption)
        1    0.000    0.000    0.000    0.000 __init__.py:370(_FuncPtr)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:598(LocalPart)
        1    0.000    0.000    0.000    0.000 descriptor.py:58(_Lock)
        1    0.000    0.000    0.000    0.000 named_types.py:117(NamedTypeGenerator)
        1    0.000    0.000    0.000    0.000 idna.py:216(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 request.py:624(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 _exceptions.py:26(BrokenWorkerInterpreter)
        1    0.000    0.000    0.000    0.000 lowlevel.py:92(RunvarToken)
        1    0.000    0.000    0.000    0.000 user_profile.py:33(User)
        1    0.000    0.000    0.000    0.000 exceptions.py:60(DomainError)
        1    0.000    0.000    0.000    0.000 tokens.py:89(TagToken)
        1    0.000    0.000    0.000    0.000 argparse.py:1650(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 __init__.py:73(SupportsGe)
        1    0.000    0.000    0.000    0.000 types.py:2889(Tag)
        1    0.000    0.000    0.000    0.000 core_schema.py:2388(PlainValidatorFunctionSchema)
