         3790170 function calls (3683532 primitive calls) in 2.079 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 _globals.py:1(<module>)
      343    0.001    0.000    0.001    0.000 _compiler.py:388(<listcomp>)
     1240    0.000    0.000    0.001    0.000 copyreg.py:104(__newobj__)
      504    0.000    0.000    0.001    0.000 decl_base.py:225(_dive_for_cls_manager)
        1    0.000    0.000    0.001    0.001 models_artifact_repo.py:1(<module>)
      293    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       13    0.000    0.000    0.001    0.000 schema.py:4450(__init__)
      892    0.000    0.000    0.001    0.000 type_adapter.py:252(_fetch_parent_frame)
        1    0.000    0.000    0.001    0.001 _typing_extra.py:1(<module>)
      478    0.000    0.000    0.001    0.000 typing.py:1552(__mro_entries__)
        1    0.000    0.000    0.001    0.001 base_rest_store.py:1(<module>)
      100    0.000    0.000    0.001    0.000 contextlib.py:272(contextmanager)
        1    0.000    0.000    0.001    0.001 scimath.py:1(<module>)
       28    0.000    0.000    0.001    0.000 linecache.py:26(getline)
        1    0.000    0.000    0.001    0.001 collections.py:1594(__go)
      240    0.000    0.000    0.001    0.000 mapper.py:2468(_log)
      128    0.000    0.000    0.001    0.000 functools.py:518(decorating_function)
        1    0.000    0.000    0.001    0.001 __init__.py:454(StrFormatStyle)
      696    0.001    0.000    0.001    0.000 _typing_extra.py:295(safe_get_annotations)
     1682    0.001    0.000    0.001    0.000 enum.py:59(_is_sunder)
        1    0.000    0.000    0.001    0.001 descriptor_props.py:1(<module>)
     5967    0.000    0.000    0.001    0.000 __init__.py:274(<genexpr>)
        1    0.000    0.000    0.001    0.001 python_api.py:1(<module>)
     6494    0.001    0.000    0.001    0.000 fields.py:257(<genexpr>)
      112    0.000    0.000    0.001    0.000 decl_base.py:142(_is_supercls_for_inherits)
      117    0.000    0.000    0.001    0.000 annotations.py:72(_experimental)
        1    0.000    0.000    0.001    0.001 type_hints.py:1(<module>)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
      184    0.000    0.000    0.001    0.000 inspect.py:1437(formatannotation)
       28    0.000    0.000    0.001    0.000 linecache.py:36(getlines)
        1    0.000    0.000    0.001    0.001 row.py:1(<module>)
      403    0.000    0.000    0.001    0.000 inspect.py:310(ismethoddescriptor)
        1    0.000    0.000    0.001    0.001 resample.py:1(<module>)
      820    0.000    0.000    0.001    0.000 typing.py:1844(<genexpr>)
        1    0.000    0.000    0.001    0.001 nanops.py:1(<module>)
        1    0.000    0.000    0.001    0.001 session.py:845(SessionTransaction)
      104    0.000    0.000    0.001    0.000 legacy.py:121(_standard_listen_example)
      162    0.000    0.000    0.001    0.000 traceback.py:313(line)
        3    0.000    0.000    0.001    0.000 timedeltas.py:1(<module>)
       70    0.000    0.000    0.001    0.000 util.py:2316(_extract_mapped_subtype)
     2384    0.000    0.000    0.001    0.000 _parser.py:83(groups)
        1    0.000    0.000    0.001    0.001 _common.py:17(files)
      784    0.000    0.000    0.001    0.000 dataclasses.py:449(_field_init)
        4    0.000    0.000    0.001    0.000 sources.py:713(__init__)
        1    0.000    0.000    0.001    0.001 assessment_source.py:1(<module>)
     2126    0.001    0.000    0.001    0.000 {built-in method _imp.is_builtin}
      522    0.000    0.000    0.001    0.000 compute.py:107(_get_arg_names)
      667    0.001    0.000    0.001    0.000 {method 'translate' of 'str' objects}
        4    0.000    0.000    0.001    0.000 warning_filters.py:13(setup_warning_filters)
        5    0.000    0.000    0.001    0.000 linecache.py:80(updatecache)
        1    0.000    0.000    0.001    0.001 _strptime.py:1(<module>)
      484    0.000    0.000    0.001    0.000 enum.py:933(_check_for_existing_members_)
        1    0.000    0.000    0.001    0.001 models.py:415(Components)
      419    0.000    0.000    0.001    0.000 dataclasses.py:401(_tuple_str)
       24    0.000    0.000    0.001    0.000 routing.py:202(_merge_lifespan_context)
        1    0.000    0.000    0.001    0.001 base.py:632(_ConnectionRecord)
      629    0.001    0.000    0.001    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.001    0.001 _common.py:59(from_package)
       57    0.000    0.000    0.001    0.000 langhelpers.py:850(__call__)
       17    0.000    0.000    0.001    0.000 _orm_constructors.py:985(relationship)
        2    0.000    0.000    0.001    0.000 scanner.py:1(<module>)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _adapters.py:28(get_resource_reader)
        6    0.000    0.000    0.001    0.000 langhelpers.py:2099(decorate)
        1    0.000    0.000    0.001    0.001 _adapters.py:151(_native)
        1    0.000    0.000    0.001    0.001 sysconfig.py:527(_init_posix)
        1    0.000    0.000    0.001    0.001 extras.py:788(HstoreAdapter)
        1    0.000    0.000    0.001    0.001 local.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _adapters.py:146(_reader)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:1(<module>)
       14    0.000    0.000    0.001    0.000 annotations.py:230(decorator)
        1    0.000    0.000    0.001    0.001 safety.py:1(<module>)
      213    0.000    0.000    0.001    0.000 _parser.py:274(getuntil)
        1    0.000    0.000    0.001    0.001 process_collector.py:1(<module>)
     1586    0.000    0.000    0.001    0.000 _parser.py:172(__setitem__)
      212    0.000    0.000    0.001    0.000 instrumentation.py:375(instrument_attribute)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1136(get_resource_reader)
     3435    0.001    0.000    0.001    0.000 _schema_generation_shared.py:72(__init__)
     1124    0.000    0.000    0.001    0.000 enum.py:38(_is_descriptor)
        1    0.000    0.000    0.001    0.001 _compressed.py:1(<module>)
      347    0.000    0.000    0.001    0.000 inspect.py:2075(_signature_is_functionlike)
      166    0.000    0.000    0.001    0.000 langhelpers.py:246(decorator)
        1    0.000    0.000    0.001    0.001 networks.py:1251(_build_pretty_email_regex)
     2611    0.000    0.000    0.001    0.000 docscrape.py:71(eof)
        2    0.000    0.000    0.001    0.000 decorator.py:1(<module>)
      902    0.001    0.000    0.001    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.001    0.001 serverversion.py:1(<module>)
       20    0.000    0.000    0.001    0.000 type_api.py:1809(_set_parent_with_dispatch)
        1    0.000    0.000    0.001    0.001 dataset_record_source.py:1(<module>)
        1    0.000    0.000    0.001    0.001 base64.py:1(<module>)
       64    0.000    0.000    0.001    0.000 sources.py:736(get_field_value)
    18968    0.001    0.000    0.001    0.000 {method 'clear' of 'dict' objects}
        5    0.000    0.000    0.001    0.000 _make.py:1870(_add_repr)
       14    0.000    0.000    0.001    0.000 decl_base.py:329(__init__)
        1    0.000    0.000    0.001    0.001 models.py:305(Operation)
     2663    0.001    0.000    0.001    0.000 typing.py:206(_should_unflatten_callable_args)
        1    0.000    0.000    0.001    0.001 client_middleware_digest_auth.py:1(<module>)
        2    0.000    0.000    0.001    0.000 encoder.py:1(<module>)
       30    0.000    0.000    0.001    0.000 _generate_schema.py:1364(_literal_schema)
      173    0.000    0.000    0.001    0.000 _generate_schema.py:987(_get_first_arg_or_any)
        1    0.001    0.001    0.001    0.001 {built-in method posix.replace}
     5736    0.001    0.000    0.001    0.000 _generate_schema.py:297(_add_custom_serialization_from_json_encoders)
        2    0.000    0.000    0.001    0.000 applications.py:67(__init__)
        1    0.000    0.000    0.001    0.001 auth_policy.py:1(<module>)
      195    0.000    0.000    0.001    0.000 base.py:1707(add)
        1    0.000    0.000    0.001    0.001 groupby.py:1225(GroupBy)
     4879    0.001    0.000    0.001    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.001    0.001 decimal.py:1(<module>)
        1    0.000    0.000    0.001    0.001 compression_utils.py:1(<module>)
     2579    0.000    0.000    0.001    0.000 compat.py:232(formatargandannotation)
       30    0.000    0.000    0.001    0.000 traceback.py:916(format)
      150    0.000    0.000    0.001    0.000 langhelpers.py:2132(<listcomp>)
        1    0.000    0.000    0.001    0.001 _psposix.py:1(<module>)
       52    0.000    0.000    0.001    0.000 typing_extensions.py:2942(__call__)
       79    0.000    0.000    0.001    0.000 schema.py:4193(__init__)
        1    0.000    0.000    0.001    0.001 _query.py:1(<module>)
     1414    0.000    0.000    0.001    0.000 copy.py:201(_deepcopy_list)
     1770    0.000    0.000    0.001    0.000 inspect.py:300(ismethod)
     6416    0.001    0.000    0.001    0.000 typing.py:2287(cast)
       49    0.000    0.000    0.001    0.000 subprocess.py:1880(<genexpr>)
     1264    0.000    0.000    0.001    0.000 _generate_schema.py:2536(_convert_to_aliases)
       47    0.000    0.000    0.001    0.000 decorators.py:373(decorator)
        7    0.000    0.000    0.001    0.000 constants.py:1(<module>)
        1    0.000    0.000    0.001    0.001 from_thread.py:1(<module>)
       20    0.000    0.000    0.001    0.000 _docscrape.py:85(read_to_next_unindented_line)
        1    0.000    0.000    0.001    0.001 dml.py:57(Insert)
        2    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 header.py:1(<module>)
     4736    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       32    0.000    0.000    0.000    0.000 __init__.py:198(split)
  563/384    0.000    0.000    0.000    0.000 builder.py:34(BuildNestedDescriptors)
       15    0.000    0.000    0.000    0.000 _docscrape.py:212(_read_sections)
       36    0.000    0.000    0.000    0.000 getlimits.py:111(_float_to_str)
       17    0.000    0.000    0.000    0.000 relationships.py:366(__init__)
       10    0.000    0.000    0.000    0.000 extras.py:233(__init__)
       72    0.000    0.000    0.000    0.000 sources.py:438(_extract_field_info)
        1    0.000    0.000    0.000    0.000 typedefs.py:1(<module>)
       19    0.000    0.000    0.000    0.000 _decorators.py:307(<listcomp>)
     1237    0.000    0.000    0.000    0.000 attr.py:374(__call__)
      112    0.000    0.000    0.000    0.000 base.py:464(_is_mapped_class)
        1    0.000    0.000    0.000    0.000 pyfunc_dataset_mixin.py:1(<module>)
      211    0.000    0.000    0.000    0.000 langhelpers.py:1974(__init_subclass__)
      984    0.000    0.000    0.000    0.000 _typing_extra.py:277(_type_convert)
       10    0.000    0.000    0.000    0.000 extras.py:237(getdoc)
       59    0.000    0.000    0.000    0.000 message.py:490(get)
      202    0.000    0.000    0.000    0.000 dataclasses.py:392(_fields_in_init_order)
     2873    0.000    0.000    0.000    0.000 {method 'keys' of 'mappingproxy' objects}
      143    0.000    0.000    0.000    0.000 annotations.py:9(_get_min_indent_of_docstring)
      261    0.000    0.000    0.000    0.000 compute.py:204(_get_options_class)
        2    0.000    0.000    0.000    0.000 background.py:1(<module>)
        1    0.000    0.000    0.000    0.000 git_info.py:1(<module>)
       15    0.000    0.000    0.000    0.000 _docscrape.py:201(_read_to_next_section)
      886    0.000    0.000    0.000    0.000 dataclasses.py:820(_set_qualname)
        1    0.000    0.000    0.000    0.000 arrow_parser_wrapper.py:1(<module>)
     1254    0.000    0.000    0.000    0.000 _generate_schema.py:2857(push)
      927    0.000    0.000    0.000    0.000 langhelpers.py:893(iterate_attributes)
     3265    0.000    0.000    0.000    0.000 weakref.py:454(__contains__)
        1    0.000    0.000    0.000    0.000 subprocess.py:1165(communicate)
        1    0.000    0.000    0.000    0.000 runners.py:193(_cancel_all_tasks)
        1    0.000    0.000    0.000    0.000 _core.py:1(<module>)
     1819    0.000    0.000    0.000    0.000 <string>:2(is_newtype)
        1    0.000    0.000    0.000    0.000 event_application.py:73(_register_custom_handlers)
        1    0.000    0.000    0.000    0.000 managers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tarfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _linalg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 user.py:16(User)
        1    0.000    0.000    0.000    0.000 dml.py:387(UpdateBase)
        1    0.000    0.000    0.000    0.000 client.py:231(ClientSession)
        2    0.000    0.000    0.000    0.000 sources.py:733(_load_env_vars)
       24    0.000    0.000    0.000    0.000 sources.py:2272(_union_is_complex)
        1    0.000    0.000    0.000    0.000 _ccallback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 html.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interval.py:186(IntervalArray)
        3    0.000    0.000    0.000    0.000 streams.py:1(<module>)
     3191    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
      112    0.000    0.000    0.000    0.000 langhelpers.py:65(get_annotations)
      241    0.000    0.000    0.000    0.000 <frozen _collections_abc>:859(__iter__)
        4    0.000    0.000    0.000    0.000 sqltypes.py:1695(_set_table)
        1    0.000    0.000    0.000    0.000 signal.py:1(<module>)
        2    0.000    0.000    0.000    0.000 sources.py:2195(parse_env_vars)
     2095    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 presigned_url_artifact_repo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 six.py:1(<module>)
      393    0.000    0.000    0.000    0.000 utils.py:549(add_param_to_fields)
      453    0.000    0.000    0.000    0.000 _generate_schema.py:691(_add_js_function)
        1    0.000    0.000    0.000    0.000 well_known_types.py:1(<module>)
